Id,SalePrice
1752,123268.5
1753,147455.9
1754,207875.0
1755,169273.59
1756,125729.44
1757,120220.82
1758,154523.79
1759,169060.74
1760,168266.0
1761,153619.05
1762,175099.33
1763,167247.5
1764,117174.42
1765,172004.69
1766,173934.24
1767,209596.72
1768,142874.0
1769,165590.05
1770,142488.17
1771,141175.09
1772,143522.53
1773,143852.73
1774,136559.39
1775,132402.1
1776,120433.88
1777,121647.9
1778,131814.81
1779,125228.64
1780,171698.11
1781,131431.64
1782,102800.66
1783,138016.61
1784,109879.76
1785,115059.29
1786,148639.12
1787,172544.39
1788,66306.65
1789,97970.97
1790,89484.88
1791,186822.48
1792,155915.68
1793,140592.19
1794,139132.33
1795,140401.21
1796,124665.66
1797,115921.72
1798,126389.1
1799,118190.66
1800,125505.5
1801,132969.58
1802,149208.57
1803,152755.03
1804,142281.6
1805,135861.5
1806,115506.9
1807,143874.28
1808,123807.69
1809,126754.24
1810,148615.5
1811,116371.59
1812,109866.82
1813,122301.84
1814,98017.74
1815,66680.33
1816,105173.46
1817,133995.67
1818,135879.52
1819,116255.7
1820,84010.09
1821,123441.5
1822,159466.92
1823,67931.96
1824,133925.71
1825,138407.56
1826,105327.37
1827,106524.86
1828,137361.0
1829,111822.6
1830,137606.86
1831,171056.49
1832,117502.87
1833,147149.05
1834,133911.27
1835,167591.82
1836,123413.35
1837,107047.44
1838,135185.74
1839,91803.08
1840,169071.98
1841,149964.29
1842,95775.08
1843,142582.5
1844,138814.1
1845,145061.89
1846,153636.09
1847,149809.46
1848,68294.65
1849,123809.7
1850,128246.14
1851,148976.0
1852,125853.15
1853,138223.64
1854,172049.5
1855,159036.17
1856,223198.27
1857,172702.21
1858,141968.12
1859,122753.0
1860,153878.22
1861,122668.0
1862,279910.22
1863,271539.09
1864,271539.09
1865,327234.47
1866,320337.75
1867,235231.42
1868,299274.98
1869,194759.61
1870,247189.71
1871,248652.47
1872,173194.17
1873,230489.13
1874,137335.1
1875,204779.61
1876,195948.75
1877,218974.25
1878,206285.5
1879,133903.28
1880,137388.0
1881,253707.57
1882,258640.6
1883,197435.35
1884,219801.1
1885,253842.21
1886,297766.69
1887,212915.07
1888,284909.19
1889,168095.19
1890,130606.0
1891,141808.5
1892,113474.64
1893,133694.55
1894,127743.32
1895,151271.18
1896,125503.5
1897,118987.83
1898,111564.4
1899,134095.1
1900,135049.21
1901,163417.47
1902,140813.03
1903,221918.58
1904,136494.93
1905,174841.06
1906,157663.34
1907,192872.84
1908,117584.5
1909,136387.5
1910,125157.64
1911,191887.24
1912,260095.76
1913,154296.32
1914,69339.36
1915,283444.17
1916,76840.49
1917,258706.84
1918,135086.1
1919,158083.11
1920,168411.64
1921,400192.11
1922,337444.48
1923,196195.7
1924,226284.85
1925,224251.09
1926,367836.65
1927,136400.08
1928,157234.09
1929,125448.82
1930,131093.25
1931,139879.2
1932,142123.41
1933,175992.49
1934,180009.5
1935,177293.08
1936,189180.06
1937,180489.75
1938,177123.07
1939,239074.97
1940,194181.7
1941,177303.17
1942,188725.0
1943,195341.1
1944,328700.06
1945,362888.92
1946,159808.01
1947,300912.26
1948,168842.35
1949,239288.03
1950,179259.2
1951,260053.96
1952,231569.55
1953,166263.0
1954,200290.04
1955,131343.87
1956,277773.05
1957,166962.49
1958,314066.78
1959,145162.67
1960,117311.0
1961,119767.18
1962,96848.0
1963,105052.0
1964,112276.97
1965,152058.5
1966,153970.95
1967,296408.45
1968,401044.59
1969,370406.32
1970,404134.17
1971,406479.71
1972,362075.94
1973,292578.19
1974,318382.3
1975,458640.69
1976,277263.77
1977,389270.32
1978,365949.0
1979,319960.34
1980,198738.54
1981,334784.91
1982,237352.81
1983,227540.65
1984,165751.35
1985,220431.0
1986,226675.59
1987,185023.02
1988,177674.89
1989,186647.92
1990,220693.0
1991,220840.35
1992,215406.44
1993,174363.89
1994,249588.83
1995,183943.53
1996,267938.0
1997,330188.0
1998,348059.16
1999,260481.87
2000,303898.97
2001,278017.89
2002,235292.16
2003,252348.42
2004,277597.47
2005,223686.43
2006,220352.84
2007,253137.26
2008,211244.13
2009,194317.5
2010,189348.5
2011,148043.75
2012,176999.31
2013,183610.34
2014,188888.57
2015,196533.95
2016,195549.0
2017,205676.05
2018,122969.83
2019,132916.16
2020,124507.24
2021,112654.92
2022,178612.24
2023,154958.11
2024,240280.2
2025,361850.22
2026,185127.26
2027,155044.27
2028,151878.23
2029,170424.33
2030,268173.98
2031,236787.39
2032,264681.16
2033,255009.66
2034,163478.32
2035,208224.6
2036,188018.75
2037,192888.4
2038,306181.86
2039,206717.17
2040,344188.3
2041,277345.92
2042,207262.33
2043,164574.0
2044,163159.24
2045,219919.17
2046,137755.42
2047,152018.34
2048,132926.06
2049,133265.74
2050,174764.8
2051,106139.66
2052,138783.46
2053,144493.84
2054,89940.61
2055,163567.54
2056,138224.71
2057,128722.09
2058,213439.3
2059,136558.93
2060,169681.37
2061,166207.5
2062,140443.09
2063,110832.45
2064,139418.65
2065,120578.69
2066,167816.64
2067,138155.27
2068,135879.48
2069,86847.69
2070,108641.77
2071,96567.8
2072,138429.21
2073,138531.6
2074,173496.11
2075,145585.05
2076,114914.09
2077,152673.04
2078,131234.59
2079,134984.0
2080,114302.84
2081,126174.08
2082,134989.86
2083,145700.4
2084,113203.38
2085,136955.59
2086,119048.96
2087,125553.69
2088,104122.29
2089,94782.22
2090,133930.35
2091,126989.32
2092,137772.75
2093,138646.5
2094,130795.88
2095,150703.03
2096,90780.36
2097,97792.58
2098,145068.0
2099,64126.92
2100,120247.88
2101,130679.73
2102,144256.75
2103,101420.03
2104,140315.15
2105,132571.68
2106,79056.36
2107,218968.4
2108,117597.67
2109,116704.87
2110,128808.43
2111,156652.23
2112,138681.0
2113,120719.5
2114,111877.44
2115,152143.5
2116,112614.72
2117,150875.89
2118,116771.54
2119,110008.61
2120,115432.6
2121,115118.57
2122,106639.76
2123,93064.04
2124,171990.32
2125,134148.05
2126,155151.98
2127,146969.05
2128,130505.02
2129,103155.76
2130,145515.34
2131,148479.14
2132,116417.76
2133,115070.19
2134,122755.31
2135,102676.72
2136,93400.4
2137,119052.03
2138,135071.5
2139,148152.5
2140,136424.68
2141,140105.68
2142,137584.89
2143,148014.68
2144,120950.67
2145,134619.0
2146,151277.7
2147,159211.0
2148,135799.53
2149,146306.49
2150,208972.14
2151,125953.95
2152,169601.62
2153,161605.84
2154,111005.86
2155,131055.23
2156,240078.55
2157,239828.92
2158,238750.06
2159,223013.97
2160,175597.08
2161,249452.0
2162,425125.28
2163,337384.61
2164,262113.74
2165,170384.64
2166,144013.6
2167,215216.9
2168,210804.75
2169,195131.3
2170,223282.1
2171,145260.49
2172,137690.8
2173,162761.72
2174,233997.6
2175,311541.85
2176,333964.24
2177,255766.7
2178,224600.98
2179,145678.0
2180,222512.29
2181,196582.26
2182,234506.66
2183,194218.93
2184,136396.09
2185,126751.59
2186,143280.45
2187,144444.0
2188,153752.26
2189,199207.67
2190,91143.0
2191,94435.5
2192,102527.86
2193,98860.43
2194,104212.0
2195,117996.32
2196,111242.76
2197,114467.57
2198,157921.9
2199,164209.08
2200,136016.12
2201,134614.15
2202,183582.35
2203,158877.59
2204,171128.0
2205,115044.21
2206,138583.0
2207,237329.17
2208,229596.0
2209,189839.44
2210,123551.33
2211,111922.58
2212,111393.72
2213,105285.76
2214,150410.06
2215,104866.84
2216,153431.55
2217,77762.61
2218,91909.73
2219,75659.67
2220,84323.73
2221,283447.03
2222,250353.1
2223,290434.9
2224,226605.27
2225,139863.8
2226,190936.44
2227,205681.27
2228,280948.54
2229,243688.17
2230,154581.15
2231,216354.79
2232,178386.75
2233,180610.58
2234,249913.56
2235,209946.56
2236,280771.86
2237,345780.21
2238,210350.49
2239,131995.8
2240,162685.5
2241,154850.89
2242,135422.9
2243,143273.32
2244,98137.5
2245,92109.66
2246,144896.45
2247,105582.0
2248,125088.0
2249,128135.33
2250,136400.58
2251,136671.31
2252,173944.0
2253,157021.28
2254,178113.83
2255,191561.74
2256,183296.64
2257,199199.78
2258,173884.63
2259,178866.5
2260,150598.99
2261,188917.3
2262,209316.9
2263,344028.72
2264,425725.9
2265,186370.76
2266,272405.52
2267,358175.19
2268,362929.11
2269,166393.03
2270,184950.4
2271,243425.9
2272,207134.08
2273,165447.72
2274,174851.99
2275,174286.0
2276,177549.81
2277,179236.54
2278,154806.19
2279,120907.29
2280,118482.8
2281,180517.82
2282,183413.52
2283,101427.0
2284,111444.09
2285,150877.8
2286,131090.33
2287,333444.34
2288,278273.6
2289,367613.66
2290,405922.47
2291,343018.86
2292,396427.88
2293,443183.04
2294,398058.48
2295,438092.61
2296,300188.82
2297,323366.74
2298,329968.62
2299,388852.46
2300,335073.93
2301,293157.9
2302,246845.4
2303,249637.81
2304,252742.73
2305,184680.32
2306,186204.46
2307,188974.02
2308,220916.97
2309,275153.22
2310,228001.39
2311,207773.95
2312,176789.62
2313,175881.9
2314,179050.82
2315,175450.02
2316,198642.88
2317,177671.42
2318,177320.74
2319,179555.5
2320,180613.53
2321,258619.44
2322,171540.61
2323,177573.44
2324,173448.45
2325,214535.21
2326,169633.36
2327,214584.0
2328,222858.9
2329,183739.0
2330,179677.0
2331,348724.75
2332,372396.17
2333,310732.03
2334,270404.92
2335,264827.75
2336,329576.14
2337,199916.19
2338,281194.26
2339,232001.71
2340,376066.66
2341,215838.04
2342,235886.41
2343,213626.7
2344,235550.82
2345,244716.56
2346,214849.23
2347,199757.77
2348,231583.28
2349,170648.0
2350,292973.31
2351,257176.35
2352,258627.25
2353,245346.77
2354,134529.25
2355,159534.67
2356,154927.82
2357,202605.42
2358,200974.0
2359,122599.64
2360,118822.73
2361,138366.5
2362,273921.21
2363,143291.59
2364,147796.54
2365,219569.2
2366,192038.2
2367,222323.85
2368,207448.44
2369,222186.57
2370,169845.33
2371,166182.33
2372,183352.63
2373,267536.47
2374,289834.98
2375,234425.56
2376,265210.26
2377,350974.21
2378,135092.86
2379,187576.3
2380,145908.1
2381,162529.99
2382,191698.53
2383,205238.9
2384,237856.76
2385,155205.5
2386,141234.59
2387,133982.21
2388,112117.31
2389,130926.45
2390,139689.0
2391,136210.6
2392,113074.82
2393,162498.8
2394,147575.09
2395,188634.5
2396,149580.75
2397,206081.3
2398,124895.34
2399,66827.08
2400,64697.16
2401,114966.21
2402,137131.5
2403,137969.53
2404,147672.87
2405,165324.0
2406,135539.6
2407,127544.79
2408,132947.0
2409,138848.5
2410,164237.77
2411,123990.17
2412,154679.5
2413,142026.34
2414,132788.18
2415,132199.06
2416,123736.5
2417,129591.13
2418,123511.0
2419,133322.51
2420,131085.66
2421,150123.25
2422,122148.34
2423,132752.12
2424,155654.47
2425,196542.54
2426,131851.16
2427,138502.4
2428,171357.68
2429,115526.32
2430,131472.76
2431,122403.6
2432,134334.25
2433,142427.75
2434,143598.68
2435,157367.5
2436,106068.0
2437,105834.87
2438,125581.92
2439,113484.32
2440,123278.09
2441,108592.08
2442,104554.83
2443,115983.99
2444,125153.5
2445,89186.03
2446,132031.81
2447,213190.1
2448,139934.25
2449,111293.82
2450,156496.16
2451,132413.74
2452,223176.95
2453,99975.16
2454,130147.3
2455,108697.08
2456,140572.05
2457,118256.09
2458,111342.54
2459,112774.52
2460,133432.39
2461,119914.34
2462,131000.08
2463,115575.0
2464,159704.04
2465,131839.38
2466,114666.81
2467,147486.24
2468,98235.66
2469,92897.81
2470,173465.74
2471,194334.62
2472,165780.5
2473,123067.51
2474,112203.59
2475,220776.98
2476,112270.53
2477,129668.42
2478,161180.1
2479,116993.6
2480,135362.56
2481,123779.03
2482,133361.4
2483,119159.91
2484,120253.92
2485,121887.98
2486,155222.9
2487,195453.16
2488,141848.64
2489,155886.61
2490,153384.02
2491,94595.98
2492,181764.5
2493,145455.21
2494,171092.58
2495,107492.65
2496,216655.8
2497,147252.0
2498,115658.82
2499,96242.43
2500,136531.2
2501,133376.24
2502,146301.34
2503,105034.26
2504,182121.27
2505,222491.63
2506,262350.76
2507,322253.0
2508,259195.11
2509,222644.75
2510,226384.3
2511,184377.84
2512,218944.91
2513,222639.03
2514,235788.74
2515,145757.83
2516,162490.95
2517,135112.76
2518,144873.0
2519,230584.66
2520,214430.46
2521,192550.3
2522,218777.47
2523,131148.6
2524,140644.35
2525,145720.44
2526,135252.74
2527,115974.45
2528,126033.91
2529,132693.84
2530,114291.28
2531,242433.19
2532,231336.85
2533,200968.53
2534,237849.32
2535,301519.88
2536,234180.06
2537,226552.49
2538,188118.07
2539,185763.59
2540,176966.92
2541,182963.22
2542,166531.38
2543,129130.46
2544,129060.8
2545,132501.17
2546,150038.0
2547,132368.1
2548,144661.9
2549,161018.69
2550,471795.28
2551,142674.0
2552,121116.74
2553,91924.5
2554,122718.65
2555,106858.13
2556,108116.04
2557,121399.25
2558,157047.03
2559,142933.78
2560,127855.33
2561,130568.4
2562,132506.74
2563,145082.25
2564,169482.5
2565,132781.64
2566,150562.16
2567,130774.07
2568,186984.24
2569,184306.98
2570,122681.33
2571,182007.67
2572,180044.85
2573,222990.62
2574,293179.98
2575,125201.5
2576,135161.31
2577,160138.53
2578,96685.12
2579,79237.59
2580,136753.16
2581,137797.34
2582,114569.51
2583,257485.95
2584,160889.38
2585,195868.53
2586,213077.15
2587,208108.0
2588,149164.84
2589,145733.5
2590,221884.12
2591,204052.0
2592,223016.7
2593,244922.72
2594,176995.15
2595,204206.82
2596,328139.92
2597,185930.55
2598,273087.69
2599,326332.53
2600,170556.84
2601,135441.5
2602,90045.53
2603,91675.47
2604,88857.0
2605,89062.0
2606,144592.2
2607,178053.83
2608,200914.86
2609,167699.0
2610,112770.83
2611,150652.92
2612,152277.11
2613,130441.0
2614,123840.15
2615,156316.59
2616,139090.0
2617,176729.27
2618,185789.11
2619,206438.35
2620,185058.3
2621,184285.25
2622,185634.9
2623,252050.21
2624,280935.4
2625,329126.49
2626,167088.64
2627,182807.4
2628,420060.53
2629,448999.29
2630,353842.05
2631,439018.4
2632,431087.83
2633,292090.71
2634,388538.62
2635,148267.6
2636,193676.87
2637,179121.0
2638,259873.04
2639,180406.49
2640,155264.87
2641,108406.85
2642,191745.13
2643,108088.25
2644,136484.37
2645,102574.0
2646,96337.0
2647,100312.0
2648,141466.97
2649,143956.36
2650,148417.45
2651,149882.93
2652,424247.6
2653,265114.37
2654,259929.72
2655,367476.78
2656,331673.81
2657,318880.0
2658,280493.72
2659,304477.38
2660,333233.09
2661,337007.49
2662,345218.71
2663,285119.24
2664,274380.83
2665,314242.83
2666,270424.74
2667,169581.4
2668,183807.91
2669,176070.9
2670,283481.01
2671,186469.9
2672,188144.93
2673,210208.67
2674,207469.13
2675,171799.5
2676,185722.59
2677,199074.27
2678,255942.18
2679,280918.79
2680,272782.59
2681,390642.87
2682,328734.99
2683,459648.93
2684,305051.12
2685,337627.1
2686,258354.27
2687,323293.66
2688,226828.84
2689,207162.2
2690,445485.8
2691,192996.0
2692,142304.19
2693,197137.72
2694,140150.3
2695,194304.24
2696,186306.37
2697,193993.63
2698,200930.5
2699,182812.39
2700,170330.67
2701,158324.28
2702,115424.72
2703,142821.01
2704,144717.84
2705,126678.0
2706,117570.03
2707,123660.92
2708,134311.0
2709,114554.04
2710,129448.0
2711,267586.69
2712,376138.28
2713,174302.5
2714,150822.0
2715,169705.23
2716,160297.4
2717,183070.95
2718,242389.24
2719,154182.59
2720,164159.51
2721,142100.09
2722,167129.5
2723,144222.5
2724,131460.63
2725,138263.09
2726,145793.5
2727,177270.5
2728,167737.82
2729,155009.65
2730,144512.09
2731,118447.79
2732,118889.82
2733,163650.5
2734,143349.89
2735,131869.84
2736,142493.59
2737,125247.91
2738,138741.47
2739,163716.09
2740,133121.0
2741,150312.21
2742,157756.3
2743,146432.89
2744,147243.25
2745,137564.25
2746,133273.0
2747,150022.08
2748,125378.62
2749,129087.58
2750,133405.89
2751,130947.43
2752,235936.79
2753,152505.09
2754,217220.11
2755,125833.89
2756,97054.33
2757,79473.55
2758,91797.87
2759,149326.4
2760,136590.87
2761,144806.9
2762,149454.49
2763,182239.54
2764,172019.4
2765,244235.97
2766,145014.08
2767,90358.0
2768,130944.91
2769,131643.27
2770,150284.65
2771,119368.08
2772,121824.92
2773,158213.89
2774,139791.53
2775,137275.35
2776,148986.05
2777,152293.55
2778,117685.54
2779,138458.12
2780,105243.71
2781,101809.59
2782,99823.34
2783,106731.87
2784,126534.74
2785,139633.7
2786,80128.05
2787,117646.42
2788,89684.21
2789,192810.42
2790,96107.12
2791,116359.09
2792,76401.37
2793,152839.73
2794,104051.22
2795,115155.09
2796,100886.64
2797,173080.98
2798,119632.3
2799,119537.9
2800,79667.51
2801,111388.02
2802,136622.5
2803,153060.25
2804,138952.19
2805,99227.0
2806,94779.21
2807,155747.8
2808,150063.0
2809,132465.6
2810,136743.0
2811,166260.66
2812,145468.6
2813,152725.98
2814,156716.56
2815,99338.12
2816,234379.81
2817,134756.0
2818,129874.8
2819,173749.83
2820,143246.5
2821,106722.58
2822,171967.25
2823,233282.29
2824,178603.5
2825,153414.21
2826,133968.4
2827,141362.93
2828,226408.18
2829,192706.79
2830,236290.39
2831,193815.07
2832,229999.29
2833,297487.25
2834,221444.79
2835,220483.1
2836,197968.36
2837,166422.5
2838,148989.05
2839,179494.47
2840,198496.05
2841,207682.25
2842,228420.48
2843,146055.2
2844,146385.83
2845,122226.33
2846,217238.75
2847,202725.5
2848,218969.02
2849,213920.25
2850,296464.75
2851,235987.91
2852,238154.98
2853,245653.51
2854,141031.0
2855,208174.16
2856,213201.6
2857,193107.09
2858,198935.56
2859,146392.52
2860,125554.09
2861,136637.52
2862,196955.33
2863,122753.5
2864,262733.22
2865,142826.82
2866,140849.65
2867,98582.08
2868,119775.8
2869,124396.29
2870,155241.06
2871,113318.16
2872,65428.03
2873,107026.08
2874,140457.8
2875,120949.59
2876,157693.8
2877,137525.58
2878,161993.45
2879,142933.5
2880,105375.2
2881,151544.5
2882,164801.87
2883,173753.83
2884,187519.73
2885,165368.84
2886,189868.84
2887,103189.16
2888,123500.08
2889,69166.15
2890,90438.37
2891,139776.08
2892,65177.2
2893,105509.5
2894,66266.56
2895,295803.07
2896,268584.93
2897,194168.72
2898,151741.55
2899,224971.72
2900,162183.14
2901,202892.46
2902,189218.79
2903,349665.39
2904,347287.28
2905,122730.65
2906,203443.03
2907,116456.83
2908,128180.5
2909,144169.31
2910,85375.0
2911,90310.53
2912,151311.43
2913,91280.21
2914,88246.0
2915,89090.3
2916,89018.38
2917,158084.2
2918,114344.0
2919,239379.82
